  lstm_init = (Variable(lstm_init[0], volatile=x.volatile), Variable(lstm_init[1], volatile=x.volatile))
Model: lstm - Subject 0 - Time interval: [20-460]  [20-460 Hz] - Epoch 90: TrL=0.0704, TrA=0.9805, VL=8.9115, VA=0.1431, TeL=8.6500, TeA=0.1240, TeA at max VA = 0.1537 at epoch 25
Model: lstm - Subject 0 - Time interval: [20-460]  [20-460 Hz] - Epoch 91: TrL=0.0530, TrA=0.9863, VL=8.8404, VA=0.1416, TeL=8.7440, TeA=0.1321, TeA at max VA = 0.1537 at epoch 25
Model: lstm - Subject 0 - Time interval: [20-460]  [20-460 Hz] - Epoch 92: TrL=0.1236, TrA=0.9638, VL=9.1140, VA=0.1436, TeL=8.9577, TeA=0.1381, TeA at max VA = 0.1537 at epoch 25
Model: lstm - Subject 0 - Time interval: [20-460]  [20-460 Hz] - Epoch 93: TrL=0.2144, TrA=0.9331, VL=9.1434, VA=0.1305, TeL=8.8206, TeA=0.1381, TeA at max VA = 0.1537 at epoch 25
Model: lstm - Subject 0 - Time interval: [20-460]  [20-460 Hz] - Epoch 94: TrL=0.1617, TrA=0.9503, VL=9.1194, VA=0.1396, TeL=8.8810, TeA=0.1381, TeA at max VA = 0.1537 at epoch 25
Model: lstm - Subject 0 - Time interval: [20-460]  [20-460 Hz] - Epoch 95: TrL=0.0891, TrA=0.9741, VL=9.1158, VA=0.1295, TeL=8.9797, TeA=0.1351, TeA at max VA = 0.1537 at epoch 25
Model: lstm - Subject 0 - Time interval: [20-460]  [20-460 Hz] - Epoch 96: TrL=0.1193, TrA=0.9654, VL=9.3852, VA=0.1351, TeL=8.8776, TeA=0.1346, TeA at max VA = 0.1537 at epoch 25
Model: lstm - Subject 0 - Time interval: [20-460]  [20-460 Hz] - Epoch 97: TrL=0.1516, TrA=0.9522, VL=9.3567, VA=0.1326, TeL=8.9508, TeA=0.1376, TeA at max VA = 0.1537 at epoch 25
Model: lstm - Subject 0 - Time interval: [20-460]  [20-460 Hz] - Epoch 98: TrL=0.0917, TrA=0.9745, VL=9.4380, VA=0.1310, TeL=9.0935, TeA=0.1426, TeA at max VA = 0.1537 at epoch 25
Model: lstm - Subject 0 - Time interval: [20-460]  [20-460 Hz] - Epoch 99: TrL=0.1002, TrA=0.9716, VL=9.3197, VA=0.1326, TeL=9.1946, TeA=0.1280, TeA at max VA = 0.1537 at epoch 25
Model: lstm - Subject 0 - Time interval: [20-460]  [20-460 Hz] - Epoch 100: TrL=0.0815, TrA=0.9754, VL=9.4416, VA=0.1290, TeL=9.2296, TeA=0.1341, TeA at max VA = 0.1537 at epoch 25
Model: lstm - Subject 0 - Time interval: [20-460]  [20-460 Hz] - Epoch 101: TrL=0.1212, TrA=0.9652, VL=9.6677, VA=0.1275, TeL=9.3891, TeA=0.1376, TeA at max VA = 0.1537 at epoch 25
Model: lstm - Subject 0 - Time interval: [20-460]  [20-460 Hz] - Epoch 102: TrL=0.1870, TrA=0.9439, VL=9.4285, VA=0.1321, TeL=9.3277, TeA=0.1346, TeA at max VA = 0.1537 at epoch 25
Model: lstm - Subject 0 - Time interval: [20-460]  [20-460 Hz] - Epoch 103: TrL=0.1247, TrA=0.9610, VL=9.3903, VA=0.1326, TeL=9.2396, TeA=0.1381, TeA at max VA = 0.1537 at epoch 25
